English,Japanese,context
transported,	子会社,I transported the report.
transporter,	補助 金,She is an transporter.
transporters,	補助金,We found several transporters.
transporting,	補助金,They are transporting the results.
transports,	補助金,We found several transports.
underlie,	補助金,Try to use the word 'underlie' in a short sentence.
underlay,	補助,Try to use the word 'underlay' in a short sentence.
underlies,	補助 金,We found several underlies.
underlying,	補助金を支給します,They are underlying the results.
utilise,	補助,Try to use the word 'utilise' in a short sentence.
utilisation,テープ,Try to use the word 'utilisation' in a short sentence.
utilised,	録音,I utilised the report.
utilises,	テープ,We found several utilises.
utilising,	テーピング,They are utilising the results.
utiliser,跡,She is an utiliser.
utilisers,	追跡,We found several utilisers.
utility,	トレース,Try to use the word 'utility' in a short sentence.
utilities,	トレース,We found several utilities.
utilization,	トレーシング,Try to use the word 'utilization' in a short sentence.
utilize,変形する,Try to use the word 'utilize' in a short sentence.
utilized,	変換,I utilized the report.
utilizes,	変換,We found several utilizes.
utilizing,	変換,They are utilizing the results.
Sublist 7 of the Academic Word List,	変換,Try to use the word 'Sublist 7 of the Academic Word List' in a short sentence.
adapt,	変換,She had to adapt to the new environment.
adaptability,輸送,Try to use the word 'adaptability' in a short sentence.
adaptable,	運輸,Try to use the word 'adaptable' in a short sentence.
adaptation,	輸送,Try to use the word 'adaptation' in a short sentence.
adaptations,	トランスポーター,We found several adaptations.
adapted,	トランスポーター,I adapted the report.
adapting,	輸送,They are adapting the results.
adaptive,	輸送,Try to use the word 'adaptive' in a short sentence.
adapts,根底,We found several adapts.
adult,	アンダーレイ,Try to use the word 'adult' in a short sentence.
adulthood,	根底,Try to use the word 'adulthood' in a short sentence.
adults,	基底,We found several adults.
advocate,利用,Try to use the word 'advocate' in a short sentence.
advocacy,	使い,Try to use the word 'advocacy' in a short sentence.
advocated,	利用,I advocated the report.
advocates,	使う,We found several advocates.
advocating,	活用,They are advocating the results.
aid,	使う,Try to use the word 'aid' in a short sentence.
aided,	使う,I aided the report.
aiding,	効用,They are aiding the results.
aids,	ユーティリティ,We found several aids.
unaided,	利用,I unaided the report.
channel,	用いる,Try to use the word 'channel' in a short sentence.
channelled,	利用,I channelled the report.
channelling,	利用,They are channelling the results.
channels,	利用,We found several channels.
chemical,,Try to use the word 'chemical' in a short sentence.
chemically,,Try to use the word 'chemically' in a short sentence.
chemicals,,We found several chemicals.
classic,,Try to use the word 'classic' in a short sentence.
classical,,Try to use the word 'classical' in a short sentence.
classics,アカデミックワードリストのサブリスト7,We found several classics.
comprehensive,,Try to use the word 'comprehensive' in a short sentence.
comprehensively,,Try to use the word 'comprehensively' in a short sentence.
comprise,適応する,Try to use the word 'comprise' in a short sentence.
comprised,	適応性,I comprised the report.
comprises,	適応,We found several comprises.
comprising,	適応,They are comprising the results.
confirm,	適応,Try to use the word 'confirm' in a short sentence.
confirmation,	適応,Try to use the word 'confirmation' in a short sentence.
confirmed,	適応,I confirmed the report.
confirming,	アダプティヴ,They are confirming the results.
confirms,	アダプツ,We found several confirms.
contrary,大人,Try to use the word 'contrary' in a short sentence.
contrarily,	成人であること,Try to use the word 'contrarily' in a short sentence.
convert,	大人,Try to use the word 'convert' in a short sentence.
conversion,説く,Try to use the word 'conversion' in a short sentence.
conversions,	提唱,We found several conversions.
converted,	提唱,I converted the report.
convertible,	支持 者,Try to use the word 'convertible' in a short sentence.
converting,	提唱,They are converting the results.
converts,援助,We found several converts.
couple,	支援,Try to use the word 'couple' in a short sentence.
coupled,	支援,I coupled the report.
coupling,	エイズ,They are coupling the results.
couples,	介助なし,We found several couples.
decade,チャンネル,Try to use the word 'decade' in a short sentence.
decades,	チャネリング,We found several decades.
definite,	チャネリング,Try to use the word 'definite' in a short sentence.
definitely,	チャンネル,Try to use the word 'definitely' in a short sentence.
definitive,ケミカル,Try to use the word 'definitive' in a short sentence.
indefinite,	化学,Try to use the word 'indefinite' in a short sentence.
indefinitely,	化学薬品,Try to use the word 'indefinitely' in a short sentence.
deny,クラシック,Try to use the word 'deny' in a short sentence.
deniable,	クラシック,Try to use the word 'deniable' in a short sentence.
denial,	クラシック,Try to use the word 'denial' in a short sentence.
denials,総合的,We found several denials.
denied,	総合的,I denied the report.
denies,理解,We found several denies.
denying,	構成,They are denying the results.
undeniable,	含ま,Try to use the word 'undeniable' in a short sentence.
differentiate,	網羅,Try to use the word 'differentiate' in a short sentence.
differentiated,確認する,I differentiated the report.
differentiates,	確認,We found several differentiates.
differentiating,	確認,They are differentiating the results.
differentiation,	はんめい,Try to use the word 'differentiation' in a short sentence.
dispose,	確認,Try to use the word 'dispose' in a short sentence.
disposable,逆,Try to use the word 'disposable' in a short sentence.
disposal,	裏腹,Try to use the word 'disposal' in a short sentence.
disposed,コンバート,I disposed the report.
disposes,	換算,We found several disposes.
disposing,	変換,They are disposing the results.
dynamic,	変換,Try to use the word 'dynamic' in a short sentence.
dynamically,	オープンカー,Try to use the word 'dynamically' in a short sentence.
dynamics,	変換,We found several dynamics.
eliminate,	変換,Try to use the word 'eliminate' in a short sentence.
eliminated,二人,I eliminated the report.
eliminates,	結合,We found several eliminates.
eliminating,	結合,They are eliminating the results.
elimination,	カップル,Try to use the word 'elimination' in a short sentence.
empirical,十年,Try to use the word 'empirical' in a short sentence.
empirically,	数 十 年,Try to use the word 'empirically' in a short sentence.
empiricism,明確,Try to use the word 'empiricism' in a short sentence.
equip,	必ず,Try to use the word 'equip' in a short sentence.
equipment,	決定的,Try to use the word 'equipment' in a short sentence.
equipped,	不定,I equipped the report.
equipping,	無期限,They are equipping the results.
equips,打ち消す,We found several equips.
extract,	否認可能,Try to use the word 'extract' in a short sentence.
extracted,	拒否,I extracted the report.
extracting,	否定,They are extracting the results.
extraction,	拒否,Try to use the word 'extraction' in a short sentence.
extracts,	拒否,We found several extracts.
file,	否定,Try to use the word 'file' in a short sentence.
filed,	否めない,I filed the report.
files,微分する,We found several files.
filing,	区別,They are filing the results.
finite,	区別,Try to use the word 'finite' in a short sentence.
